t,w,x,y,z,ax,ay,az
16,0.5291,-0.1943,-0.0584,0.8239,-0.1935,-0.2257,0.9259
15,0.4929,-0.201,-0.0509,0.845,-0.2504,-0.1881,0.8265
16,0.4535,-0.2016,-0.0425,0.8671,-0.2626,-0.1411,0.7856
15,0.419,-0.2039,-0.033,0.8842,-0.252,-0.1598,0.8408
16,0.3915,-0.2165,-0.0237,0.894,-0.2529,-0.1686,0.9214
15,0.3677,-0.2339,-0.0164,0.8999,-0.2701,-0.1458,0.9517
16,0.3456,-0.2485,-0.0146,0.9047,-0.3302,-0.1393,0.9316
16,0.3269,-0.2576,-0.0172,0.9091,-0.4171,-0.1381,0.9092
16,0.3109,-0.257,-0.0229,0.9147,-0.4512,-0.1688,0.8896
16,0.2939,-0.2567,-0.03,0.9202,-0.4,-0.2283,0.8925
15,0.2762,-0.2625,-0.0349,0.9238,-0.3364,-0.2363,0.8903
16,0.2599,-0.2678,-0.0366,0.927,-0.3485,-0.2125,0.8688
15,0.2437,-0.264,-0.036,0.9325,-0.3757,-0.173,0.8463
16,0.2271,-0.2543,-0.0352,0.9394,-0.3726,-0.145,0.8495
15,0.2094,-0.248,-0.0355,0.9451,-0.3732,-0.1484,0.8584
16,0.19,-0.2466,-0.0369,0.9496,-0.375,-0.1545,0.8453
15,0.171,-0.2458,-0.0391,0.9533,-0.3699,-0.1682,0.8157
16,0.1578,-0.243,-0.0409,0.9562,-0.3866,-0.1897,0.816
15,0.1481,-0.2374,-0.0401,0.9592,-0.3837,-0.16,0.8323
16,0.1369,-0.2306,-0.0378,0.9626,-0.3387,-0.0637,0.8508
15,0.1215,-0.2245,-0.0374,0.9661,-0.3273,-0.0164,0.865
16,0.1028,-0.2159,-0.0374,0.9702,-0.3353,-0.0541,0.8862
16,0.0846,-0.2043,-0.0358,0.9745,-0.3431,-0.0847,0.9122
16,0.0687,-0.1922,-0.0334,0.9783,-0.3335,-0.0863,0.9413
16,0.0529,-0.1802,-0.0306,0.9817,-0.3052,-0.0391,0.9691
15,0.0342,-0.1653,-0.0276,0.9852,-0.2693,0.0205,0.9857
16,0.0104,-0.1439,-0.0246,0.9892,-0.2219,0.0431,0.9865
15,-0.0164,-0.1205,-0.0211,0.9923,-0.1917,0.0311,0.9625
15,-0.0419,-0.1047,-0.0165,0.9935,-0.1892,0.0156,0.9589
15,-0.0618,-0.0977,-0.012,0.9932,-0.1797,0.0171,0.9824
16,-0.0792,-0.0912,-0.0074,0.9926,-0.1393,0.0835,1.0103
15,-0.1004,-0.084,-0.0032,0.9914,-0.1079,0.1868,1.0393
16,-0.1276,-0.076,0.0001,0.9889,-0.0981,0.2202,1.0547
15,-0.1559,-0.0692,0.0005,0.9854,-0.0889,0.1471,1.0331
16,-0.1821,-0.0646,-0.0018,0.9811,-0.0854,0.0547,0.9906
16,-0.2054,-0.0685,-0.0061,0.9763,-0.0957,-0.0033,0.9482
16,-0.2261,-0.0732,-0.0085,0.9713,-0.0734,-0.0157,0.9382
16,-0.2437,-0.0739,-0.0058,0.967,-0.0322,0.0063,0.9646
16,-0.2592,-0.0729,0.0009,0.9631,-0.0076,0.0452,0.9811
16,-0.2739,-0.0728,0.0084,0.9589,-0.0292,0.0775,0.9923
16,-0.2892,-0.0684,0.0174,0.9547,-0.0372,0.1157,1.0106
15,-0.306,-0.0572,0.0272,0.9499,-0.0094,0.1501,1.0239
15,-0.3261,-0.0429,0.036,0.9437,0.0077,0.1835,1.0033
15,-0.35,-0.0306,0.0409,0.9353,0.0365,0.1816,0.9415
15,-0.3745,-0.0251,0.0412,0.926,0.0804,0.1569,0.9188
16,-0.3956,-0.0274,0.0402,0.9171,0.0956,0.1265,0.9432
15,-0.4135,-0.0306,0.0433,0.9089,0.0685,0.1094,0.9674
16,-0.4302,-0.026,0.0517,0.9009,0.09,0.1519,0.9858
16,-0.4487,-0.0147,0.062,0.8914,0.1251,0.23,0.983
16,-0.4709,-0.0021,0.0717,0.8792,0.1328,0.2856,0.9973
16,-0.4948,0.0041,0.0784,0.8654,0.1366,0.2703,0.9698
16,-0.5161,-0.0018,0.0728,0.8535,0.0604,0.2346,1.0376
16,-0.5307,-0.0187,0.0515,0.8458,-0.0552,0.1648,1.0591
16,-0.5409,-0.0239,0.0292,0.8402,-0.0044,0.1165,1.0292
15,-0.5508,-0.0277,0.0095,0.834,0.1261,0.198,1.0604
16,-0.5643,-0.0317,0.0009,0.825,0.1282,0.2839,1.0552
15,-0.5837,-0.0327,0.0038,0.8113,0.0353,0.2687,1.0071
15,-0.6053,-0.0352,0.0063,0.7952,-0.0513,0.1422,0.9565
15,-0.623,-0.0384,0.0045,0.7812,-0.1395,-0.0105,1.0128
15,-0.6346,-0.0336,0.0106,0.772,-0.068,0.0067,1.1178
15,-0.6437,-0.0264,0.0117,0.7647,0.0403,0.0996,1.1471
16,-0.6545,-0.0212,-0.0009,0.7557,0.0627,0.1456,1.13
16,-0.6672,-0.0183,-0.0209,0.7444,0.0155,0.1061,1.1051
16,-0.6779,-0.0162,-0.0388,0.734,-0.024,0.0206,1.0459
16,-0.6857,-0.0178,-0.0524,0.7258,-0.0319,-0.0504,0.9961
16,-0.6904,-0.0239,-0.0662,0.72,-0.0159,-0.0801,0.9683
16,-0.6911,-0.0322,-0.0751,0.7181,-0.0563,-0.0176,0.9645
15,-0.694,-0.041,-0.0769,0.7147,-0.1185,0.0814,0.944
16,-0.7017,-0.0455,-0.073,0.7073,-0.1663,0.1146,0.9376
15,-0.7131,-0.0428,-0.0667,0.6966,-0.2111,0.1213,0.9745
16,-0.7247,-0.0342,-0.0621,0.6854,-0.2074,0.1166,0.9987
15,-0.7335,-0.0253,-0.0606,0.6765,-0.1805,0.0753,0.9912
16,-0.7392,-0.02,-0.0598,0.6705,-0.1678,0.022,0.9771
15,-0.7424,-0.0176,-0.0586,0.6672,-0.1771,-0.0039,0.9706
16,-0.7439,-0.0167,-0.0589,0.6655,-0.2137,-0.0261,0.9918
15,-0.7469,-0.0197,-0.0638,0.6616,-0.2167,-0.0177,1.0205
16,-0.751,-0.0283,-0.0729,0.6556,-0.1708,0.0248,1.0372
16,-0.7528,-0.042,-0.0905,0.6506,-0.2089,0.0017,1.0114
16,-0.7512,-0.0543,-0.1046,0.6495,-0.3076,-0.0608,0.9371
16,-0.7473,-0.0588,-0.1025,0.6539,-0.375,-0.1357,0.808
15,-0.7429,-0.0574,-0.0778,0.6625,-0.3092,-0.1279,0.8464
16,-0.7391,-0.0604,-0.0561,0.6686,-0.1567,-0.0016,0.9668
15,-0.7382,-0.0643,-0.0504,0.6697,0.0342,0.0785,0.9878
16,-0.7396,-0.0651,-0.0519,0.6678,0.0763,0.0212,0.9202
15,-0.7405,-0.0663,-0.054,0.6666,-0.0876,-0.0178,0.9377
16,-0.7401,-0.0737,-0.0553,0.6661,-0.2843,0.0212,0.9736
15,-0.7424,-0.0789,-0.0552,0.663,-0.297,0.0649,0.9597
16,-0.7482,-0.0786,-0.056,0.6564,-0.2026,0.0894,0.9325
15,-0.7543,-0.0756,-0.0591,0.6494,-0.1418,0.0931,0.9596
16,-0.7584,-0.0728,-0.0626,0.6447,-0.1582,0.0662,1.0024
15,-0.7609,-0.0714,-0.0656,0.6416,-0.1912,0.0289,1.0289
16,-0.7643,-0.0718,-0.0677,0.6373,-0.1843,0.0045,1.0236
15,-0.7698,-0.074,-0.0694,0.6301,-0.1635,0.0131,0.989
16,-0.7773,-0.074,-0.0701,0.6207,-0.1659,0.0366,0.9553
16,-0.7855,-0.0703,-0.0709,0.6108,-0.1836,0.0381,0.942
15,-0.7932,-0.0665,-0.0721,0.601,-0.1997,0.0541,0.9489
16,-0.7997,-0.0646,-0.0742,0.5922,-0.1544,0.0712,0.9363
15,-0.806,-0.0618,-0.0778,0.5834,-0.0931,0.0281,0.9159
16,-0.8132,-0.0594,-0.0814,0.5732,-0.1245,-0.0352,0.9351
15,-0.8199,-0.0643,-0.0849,0.5626,-0.1775,-0.0004,0.9829
16,-0.8234,-0.0757,-0.093,0.5546,-0.1838,0.0653,0.957
15,-0.8244,-0.0814,-0.1055,0.5501,-0.166,0.0565,0.9233
17,-0.8276,-0.0778,-0.1141,0.5441,-0.2007,0.0195,0.9144
15,-0.8344,-0.0754,-0.1205,0.5326,-0.2773,-0.001,0.9487
17,-0.8434,-0.0746,-0.1229,0.5176,-0.3125,0.0522,0.9978
15,-0.8521,-0.0721,-0.124,0.5034,-0.2632,0.1165,0.9984
15,-0.8604,-0.0648,-0.1247,0.4899,-0.217,0.0725,0.9838
15,-0.8694,-0.0565,-0.1234,0.4752,-0.2059,-0.0348,0.9969
15,-0.8785,-0.0526,-0.1187,0.4598,-0.2369,-0.0626,1.0238
16,-0.8859,-0.0533,-0.1141,0.4465,-0.2638,-0.0452,1.051
15,-0.892,-0.0553,-0.1105,0.4349,-0.2642,-0.0637,1.0212
16,-0.8984,-0.0571,-0.1088,0.4216,-0.2396,-0.1008,0.9491
15,-0.9041,-0.0617,-0.1082,0.4089,-0.2089,-0.0765,0.9427
16,-0.9063,-0.0693,-0.1098,0.4022,-0.2163,-0.0138,0.9717
15,-0.9072,-0.0759,-0.1115,0.3985,-0.2625,0.0184,0.9608
17,-0.9096,-0.0795,-0.11,0.3926,-0.28,0.0437,0.9332
15,-0.9127,-0.0812,-0.1074,0.3857,-0.225,0.0863,0.91
17,-0.9153,-0.0809,-0.1071,0.3799,-0.1953,0.1195,0.8949
15,-0.9172,-0.0761,-0.1075,0.3761,-0.2397,0.1506,0.9047
17,-0.9186,-0.0619,-0.1069,0.3752,-0.2698,0.1379,0.9019
15,-0.9205,-0.0418,-0.1064,0.3736,-0.2504,0.0861,0.9042
15,-0.9243,-0.025,-0.1044,0.3663,-0.2194,0.0413,0.946
15,-0.929,-0.0148,-0.1015,0.3556,-0.1818,0.0172,0.989
15,-0.9332,-0.0089,-0.1009,0.345,-0.1407,-0.0142,0.999
15,-0.9381,-0.0084,-0.1002,0.3315,-0.1694,-0.0388,0.9949
15,-0.9439,-0.0109,-0.0969,0.3156,-0.2168,-0.0537,0.9978
16,-0.948,-0.0114,-0.0939,0.304,-0.207,-0.0614,0.9926
15,-0.9498,-0.0094,-0.0942,0.2983,-0.1646,-0.0751,0.9707
17,-0.9511,-0.0082,-0.0959,0.2936,-0.1443,-0.0596,0.9653
15,-0.954,-0.0087,-0.0953,0.284,-0.1721,-0.0146,0.9552
17,-0.9586,-0.0066,-0.089,0.2706,-0.1937,0.0033,0.9562
15,-0.9628,-0.0016,-0.0809,0.2577,-0.1809,-0.0099,0.9611
17,-0.9655,0.0005,-0.0786,0.2486,-0.1459,-0.0137,0.9795
15,-0.9668,0.0011,-0.0806,0.2425,-0.167,-0.0448,0.9731
16,-0.9679,0.0052,-0.0789,0.2388,-0.2137,-0.072,0.9561
15,-0.9702,0.0118,-0.067,0.2329,-0.2328,-0.0667,0.9128
16,-0.975,0.0148,-0.0436,0.2173,-0.266,-0.0398,0.8553
15,-0.9799,0.0214,-0.0187,0.1974,-0.2151,0.038,0.8634
15,-0.9828,0.0255,-0.001,0.1829,0.0458,0.0771,1.0905
15,-0.9841,0.0242,-0.0025,0.1763,0.0891,0.0448,1.0924
15,-0.9845,0.0244,-0.0068,0.1736,0.0724,0.0117,1.0529
17,-0.9846,0.0267,-0.0116,0.1729,0.0427,-0.0773,1.0328
15,-0.9847,0.0251,-0.0151,0.1719,-0.0081,-0.1125,1.0079
17,-0.9854,0.0192,-0.0123,0.1691,-0.0321,-0.0834,0.9922
15,-0.9871,0.0103,-0.0082,0.1596,-0.0157,-0.04,0.9669
17,-0.989,0.0018,-0.0037,0.1481,0.0027,0.0204,0.965
15,-0.9905,-0.0028,0.0026,0.1379,-0.021,0.0406,0.9781
17,-0.9915,-0.006,0.0082,0.1297,-0.0271,0.0291,0.9504
15,-0.9924,-0.0081,0.0103,0.123,0.0199,0.0289,0.9188
16,-0.993,-0.011,0.0114,0.1175,0.0294,0.0643,0.9218
15,-0.9937,-0.014,0.0148,0.1107,0.0375,0.074,0.9319
16,-0.9944,-0.0164,0.0192,0.1025,0.0409,0.0378,0.942
15,-0.9952,-0.0204,0.0211,0.0932,0.0585,0.0195,0.975
15,-0.9961,-0.0275,0.0187,0.0819,0.1006,0.0204,0.9976
15,-0.9968,-0.0355,0.0164,0.0706,0.1387,0.0367,1.0077
15,-0.9969,-0.0418,0.0179,0.0652,0.2045,0.0494,0.9637
16,-0.9965,-0.045,0.0215,0.0673,0.2361,0.0463,0.8665
15,-0.996,-0.0433,0.0243,0.0743,0.1028,0.058,0.8405
17,-0.9962,-0.039,0.018,0.0763,-0.0686,0.0975,0.8932
15,-0.9969,-0.0311,0.0099,0.0723,-0.1661,0.1368,0.9609
17,-0.9979,-0.0214,0.0084,0.062,-0.2067,0.1351,1.0541
15,-0.9987,-0.0156,0.0178,0.0464,-0.144,0.1072,1.1058
16,-0.999,-0.015,0.0282,0.0314,0.0134,0.0631,1.1077
15,-0.9991,-0.0169,0.0317,0.0228,0.0956,0.0933,1.0784
16,-0.9994,-0.0167,0.0266,0.0171,0.0378,0.1497,1.0787
15,-0.9996,-0.0145,0.0218,0.0076,0.0209,0.113,1.109
16,-0.9997,-0.0147,0.0211,-0.0034,0.1136,0.0541,1.0695
16,-0.9996,-0.0147,0.0225,-0.0086,0.1942,0.0087,1.0016
16,-0.9996,-0.0143,0.0215,-0.0098,0.1458,0.0184,0.9985
16,-0.9996,-0.0111,0.0247,-0.0139,0.0697,0.0316,0.9973
15,-0.9994,-0.0034,0.0305,-0.0195,0.1046,-0.015,0.9617
16,-0.9991,0.0056,0.0352,-0.0237,0.1455,-0.0326,0.9877
15,-0.9991,0.0085,0.0327,-0.0269,0.1157,-0.0023,1.1252
17,-0.9988,0.0087,0.0369,-0.0329,0.0872,-0.0253,1.0038
15,-0.9982,0.0119,0.0444,-0.0384,0.0911,-0.0142,0.9211
16,-0.9984,0.0151,0.0382,-0.0392,0.0811,-0.0032,0.9806
15,-0.9988,0.0156,0.0278,-0.0393,0.0713,0.0034,1.0765
16,-0.999,0.0127,0.0173,-0.0393,0.09,0.0038,1.0948
15,-0.9992,0.0094,0.0065,-0.0382,0.0768,-0.0176,1.0416
16,-0.9993,0.0076,-0.0074,-0.0369,0.0433,-0.0278,0.9812
15,-0.9991,0.0067,-0.0244,-0.0357,0.0321,-0.0168,0.9604
16,-0.9988,0.0077,-0.0346,-0.0347,-0.0104,0.0094,0.9868
16,-0.9987,0.0101,-0.037,-0.0348,-0.0775,-0.0007,1.0273
16,-0.9987,0.0119,-0.0372,-0.0355,-0.1024,-0.0045,1.0411
16,-0.9986,0.0131,-0.037,-0.0361,-0.0914,-0.0049,1.0424
15,-0.9986,0.0137,-0.0366,-0.0363,-0.0685,-0.0079,1.0323
16,-0.9986,0.0139,-0.0377,-0.0356,-0.0582,0,1.0254
15,-0.9985,0.0136,-0.0404,-0.0343,-0.0541,0.0078,1.0028
16,-0.9985,0.0142,-0.0432,-0.0325,-0.0593,-0.0103,0.975
15,-0.9984,0.0148,-0.0471,-0.0301,-0.0861,-0.0249,0.9498
16,-0.9988,0.0065,-0.0406,-0.027,-0.1652,-0.0117,0.9038
15,-0.9997,0.0044,-0.0074,-0.0248,-0.0203,0.0001,1.0183
16,-0.9997,0.0031,-0.0089,-0.024,0.0206,0.0071,1.0714
15,-0.9997,0.003,-0.0085,-0.0236,0.006,0.0021,1.0321
16,-0.9997,0.0032,-0.0081,-0.0238,0.0082,0.0012,1.0336
16,-0.9997,0.003,-0.0081,-0.0237,0.0046,0.0016,1.0143
16,-0.9997,0.003,-0.0079,-0.0237,0.001,0.0013,1.0062
16,-0.9997,0.0029,-0.0078,-0.0237,0.0001,0.0024,1.0062
16,-0.9997,0.0028,-0.0076,-0.0237,-0.0004,0.0034,0.999
16,-0.9997,0.0027,-0.0075,-0.0237,-0.0018,0.0024,1.0024
16,-0.9997,0.0027,-0.0074,-0.0237,-0.0031,0.0028,0.9991
15,-0.9997,0.0026,-0.0073,-0.0237,-0.0031,0.0029,0.9994
15,-0.9997,0.0026,-0.0072,-0.0237,-0.0021,0.0038,1.0004
15,-0.9997,0.0025,-0.0071,-0.0237,-0.001,0.0043,0.9989
15,-0.9997,0.0024,-0.0069,-0.0236,-0.001,0.0038,0.9994
15,-0.9998,0.0024,-0.0068,-0.0236,-0.0005,0.0034,0.9983
15,-0.9998,0.0023,-0.0067,-0.0236,0,0.0031,1.0001
16,-0.9998,0.0023,-0.0065,-0.0236,0,0.0031,1.0004
15,-0.9998,0.0022,-0.0064,-0.0236,0,0.0033,0.9994
16,-0.9998,0.0021,-0.0063,-0.0236,0.0002,0.0035,1.0002
16,-0.9998,0.0021,-0.0062,-0.0236,0.0004,0.0034,0.9995
16,-0.9998,0.0027,-0.0057,-0.0235,0.0038,0.0044,1.0028
16,-0.9998,0.0029,-0.0054,-0.0233,0.0013,0.0033,1.0127
16,-0.9998,0.0029,-0.0053,-0.0232,-0.0017,0.0004,1.0029
16,-0.9998,0.0029,-0.005,-0.0232,-0.0059,-0.0031,0.9957
16,-0.9998,0.0028,-0.0043,-0.0233,-0.0073,-0.0028,0.9897
15,-0.9998,0.0027,-0.0038,-0.0233,-0.0055,-0.0013,1.001
15,-0.9998,0.0026,-0.0035,-0.0233,-0.0006,0.002,1.0103
15,-0.9998,0.0026,-0.0036,-0.0233,0.0035,0.002,1.0114
15,-0.9998,0.0026,-0.004,-0.0233,0.0049,0.0007,1.0106
15,-0.9998,0.0024,-0.0046,-0.0233,0.0054,0.0022,0.9884
16,-0.9998,0.0024,-0.0046,-0.0233,0.0034,0.0016,0.9966
16,-0.9998,0.0023,-0.0046,-0.0233,0.0006,0.0006,0.9983
16,-0.9998,0.0023,-0.0046,-0.0233,-0.0009,0,0.9961
16,-0.9998,0.0023,-0.0045,-0.0233,-0.0009,0.0009,1.0024
16,-0.9998,0.0022,-0.0045,-0.0233,-0.0004,0.0013,0.9968
16,-0.9998,0.0021,-0.0043,-0.0233,-0.0013,0.0007,1.0002
16,-0.9998,0.0021,-0.0043,-0.0233,-0.0016,0.0002,0.9999
16,-0.9998,0.0021,-0.0043,-0.0233,-0.0022,0.0007,0.999
15,-0.9998,0.002,-0.0042,-0.0233,-0.0021,0.001,1.0007
16,-0.9998,0.002,-0.0042,-0.0232,-0.0012,0.0009,0.9984
15,-0.9998,0.0019,-0.0041,-0.0232,-0.0002,0.0006,0.9996
16,-0.9998,0.0018,-0.004,-0.0232,0.0011,0.0007,1
15,-0.9998,0.0018,-0.0039,-0.0232,0.0011,0.0016,0.9983
15,-0.9998,0.0018,-0.0038,-0.0232,0.0001,0.0013,0.9993
15,-0.9998,0.0017,-0.0038,-0.0232,-0.0011,0.0012,0.9991
16,-0.9998,0.0017,-0.0037,-0.0232,-0.0015,0.0006,0.9994
15,-0.9998,0.0016,-0.0037,-0.0232,-0.0015,0.0005,0.9999
16,-0.9998,0.0016,-0.0036,-0.0232,-0.001,0.0004,0.9993
16,-0.9998,0.0016,-0.0035,-0.0232,-0.0009,0.0001,0.9993
16,-0.9998,0.0016,-0.0035,-0.0232,-0.0005,0.0001,0.9999
16,-0.9998,0.0015,-0.0034,-0.0233,-0.0007,0.0001,1.0002
16,-0.9998,0.0015,-0.0034,-0.0233,-0.0012,0.0001,0.9996
16,-0.9998,0.0015,-0.0033,-0.0233,-0.0012,0.0005,1.0001
