t,w,x,y,z
21:26:00.558286,1,-0.01,0.02,-0.04
21:26:00.575321,1,-0.01,0.02,-0.041
21:26:00.591720,1,-0.01,0.02,-0.041
21:26:00.608487,1,-0.01,0.02,-0.04
21:26:00.625455,1,-0.01,0.02,-0.041
21:26:00.641721,1,-0.01,0.01,-0.041
21:26:00.658391,1,-0.01,0.01,-0.04
21:26:00.675004,1,-0.01,0.01,-0.041
21:26:00.691933,1,-0.01,0.01,-0.041
21:26:00.708232,1,-0,0.02,-0.04
21:26:00.724866,1,0,0.02,-0.041
21:26:00.741568,1,0.01,0.02,-0.041
21:26:00.758203,1,0.02,0.01,-0.04
21:26:00.774745,1,0.02,0.01,-0.041
21:26:00.791543,1,0.03,0,-0.041
21:26:00.808492,1,0.03,-0,-0.04
21:26:00.825581,1,0.03,-0,-0.041
21:26:00.841771,1,0.03,0,-0.051
21:26:00.858264,1,0.02,0,-0.05
21:26:00.874839,1,0.02,0.01,-0.051
21:26:00.891564,1,0.02,0.01,-0.05
21:26:00.908196,1,0.02,0.01,-0.051
21:26:00.925002,1,0.02,0.02,-0.051
21:26:00.941575,1,0.02,0.03,-0.061
21:26:00.958245,1,0.02,0.03,-0.06
21:26:00.974816,1,0.02,0.03,-0.061
21:26:00.991529,1,0.02,0.02,-0.061
21:26:01.008407,1,0.03,0.03,-0.06
21:26:01.025453,1,0.04,0.03,-0.061
21:26:01.041773,1,0.04,0.02,-0.071
21:26:01.058480,1,0.03,0.01,-0.07
21:26:01.074826,1,0.03,0.01,-0.071
21:26:01.091455,1,0.03,0.01,-0.071
21:26:01.108184,1,0.03,0.01,-0.07
21:26:01.124910,1,0.03,0.01,-0.071
21:26:01.141526,1,0.03,0.01,-0.07
21:26:01.158249,1,0.03,0.01,-0.071
21:26:01.174938,1,0.03,0.01,-0.071
21:26:01.191535,1,0.03,0.01,-0.07
21:26:01.208221,1,0.03,0.01,-0.071
21:26:01.225512,1,0.03,0.01,-0.071
21:26:01.241829,1,0.02,0.01,-0.071
21:26:01.258368,1,0.02,0,-0.07
21:26:01.274967,1,0.02,0,-0.071
21:26:01.291618,1,0.02,0.01,-0.071
21:26:01.308313,1,0.03,0.01,-0.07
21:26:01.324856,1,0.03,0.01,-0.071
21:26:01.341468,1,0.03,0.01,-0.071
21:26:01.358214,1,0.03,0.01,-0.07
21:26:01.375030,1,0.03,0.01,-0.071
21:26:01.391583,1,0.03,0.01,-0.071
21:26:01.408158,1,0.03,0.01,-0.07
21:26:01.425412,1,0.03,0.01,-0.071
21:26:01.441838,1,0.03,0.01,-0.071
21:26:01.458352,1,0.03,0.01,-0.07
21:26:01.474927,1,0.03,0.01,-0.071
21:26:01.491597,1,0.03,0.01,-0.071
21:26:01.508164,1,0.03,0.01,-0.07
21:26:01.524918,1,0.03,0.01,-0.071
21:26:01.541543,1,0.02,0.01,-0.07
21:26:01.558204,1,0.03,0.01,-0.071
21:26:01.575177,1,0.02,0.01,-0.071
21:26:01.591723,1,0.02,0,-0.071
21:26:01.608295,1,0.02,0,-0.07
21:26:01.625749,1,0.02,0,-0.071
21:26:01.641929,1,0.02,0,-0.071
21:26:01.658511,1,0.02,0,-0.07
21:26:01.675121,1,0.02,0,-0.071
21:26:01.691595,1,0.02,0,-0.07
21:26:01.708209,1,0.02,0,-0.071
21:26:01.724917,1,0.02,0,-0.071
21:26:01.741564,1,0.02,0,-0.07
21:26:01.758284,1,0.02,0,-0.071
21:26:01.774824,1,0.02,0,-0.071
21:26:01.791387,1,0.02,0,-0.07
21:26:01.808224,1,0.02,0,-0.071
21:26:01.824994,1,0.02,0,-0.071
21:26:01.841491,1,0.02,0,-0.07
21:26:01.858564,1,0.02,0,-0.071
21:26:01.875079,1,0.02,0,-0.071
21:26:01.891628,1,0.02,0,-0.07
21:26:01.908484,1,0.02,0,-0.071
21:26:01.925014,1,0.02,0,-0.061
21:26:01.941547,1,0.02,0,-0.06
21:26:01.958181,1,0.02,0,-0.061
21:26:01.974744,1,0.01,0.01,-0.061
21:26:01.991445,1,0.01,0.01,-0.05
21:26:02.008207,1,0.01,0.01,-0.051
21:26:02.024912,1,0,0.02,-0.051
21:26:02.041551,1,0,0.03,-0.05
21:26:02.058818,1,-0,0.03,-0.051
21:26:02.075151,1,-0.01,0.03,-0.051
21:26:02.091601,1,-0.01,0.04,-0.041
21:26:02.108206,1,-0.02,0.05,-0.05
21:26:02.124919,1,-0.02,0.05,-0.051
21:26:02.141513,1,-0.02,0.05,-0.05
21:26:02.158248,1,-0.02,0.05,-0.051
21:26:02.174816,1,-0.01,0.05,-0.051
21:26:02.191715,1,-0.01,0.04,-0.05
21:26:02.208192,1,-0.01,0.04,-0.051
21:26:02.224915,1,-0.01,0.04,-0.061
21:26:02.241540,1,-0.01,0.04,-0.06
21:26:02.258484,1,-0.02,0.04,-0.061
21:26:02.275394,1,-0.02,0.03,-0.051
21:26:02.291862,1,-0.02,0.03,-0.05
21:26:02.308532,1,-0.02,0.03,-0.051
21:26:02.324944,1,-0.03,0.03,-0.051
21:26:02.341578,1,-0.03,0.03,-0.05
21:26:02.358180,1,-0.03,0.03,-0.061
21:26:02.374801,1,-0.03,0.03,-0.061
21:26:02.392033,1,-0.03,0.04,-0.071
21:26:02.408309,1,-0.02,0.04,-0.07
21:26:02.424956,1,-0.02,0.04,-0.071
21:26:02.441578,1,-0.01,0.03,-0.07
21:26:02.458799,1,-0.01,0.03,-0.071
21:26:02.475006,1,-0,0.03,-0.071
21:26:02.491716,1,0,0.03,-0.07
21:26:02.508342,1,0,0.03,-0.061
21:26:02.524878,1,-0,0.04,-0.061
21:26:02.541551,1,-0,0.04,-0.06
21:26:02.558383,1,-0,0.04,-0.061
21:26:02.575009,1,-0.01,0.04,-0.051
21:26:02.592046,1,-0.01,0.05,-0.05
21:26:02.608259,1,-0.02,0.05,-0.051
21:26:02.625114,1,-0.02,0.06,-0.061
21:26:02.641552,1,-0.02,0.07,-0.06
21:26:02.658785,1,-0.02,0.07,-0.061
21:26:02.675135,0.99,-0.02,0.07,-0.07
21:26:02.691962,0.99,-0.02,0.07,-0.07
21:26:02.708232,0.99,-0.02,0.07,-0.061
21:26:02.724887,1,-0.02,0.07,-0.061
21:26:02.741563,1,-0.02,0.07,-0.06
21:26:02.758211,1,-0.02,0.07,-0.061
21:26:02.774835,1,-0.02,0.07,-0.051
21:26:02.793334,1,-0.02,0.08,-0.06
21:26:02.808163,0.99,-0.02,0.08,-0.06
21:26:02.824877,0.99,-0.03,0.09,-0.06
21:26:02.841750,0.99,-0.03,0.09,-0.05
21:26:02.858590,0.99,-0.03,0.09,-0.05
21:26:02.874999,0.99,-0.04,0.08,-0.05
21:26:02.891549,1,-0.04,0.08,-0.05
21:26:02.908151,1,-0.05,0.07,-0.051
21:26:02.924805,1,-0.05,0.07,-0.051
21:26:02.941603,1,-0.05,0.06,-0.05
21:26:02.958236,1,-0.05,0.06,-0.051
21:26:02.974852,1,-0.05,0.06,-0.061
21:26:02.991561,1,-0.04,0.06,-0.06
21:26:03.008175,1,-0.04,0.06,-0.061
21:26:03.024878,1,-0.03,0.05,-0.071
21:26:03.041552,1,-0.03,0.04,-0.07
21:26:03.058519,1,-0.03,0.04,-0.071
21:26:03.075284,1,-0.03,0.04,-0.071
21:26:03.091641,1,-0.03,0.04,-0.07
21:26:03.108204,1,-0.03,0.04,-0.071
21:26:03.124903,1,-0.03,0.03,-0.071
21:26:03.141522,1,-0.03,0.03,-0.07
21:26:03.158160,1,-0.03,0.03,-0.071
21:26:03.174713,1,-0.03,0.03,-0.061
21:26:03.191487,1,-0.03,0.03,-0.07
21:26:03.208204,1,-0.03,0.03,-0.071
21:26:03.224911,1,-0.02,0.02,-0.071
21:26:03.241572,1,-0.02,0.03,-0.08
21:26:03.258075,1,-0.02,0.03,-0.081
21:26:03.275232,1,-0.02,0.03,-0.081
21:26:03.291685,1,-0.02,0.02,-0.08
21:26:03.308282,1,-0.02,0.02,-0.081
21:26:03.324807,1,-0.03,0.01,-0.081
21:26:03.341699,1,-0.04,0.01,-0.08
21:26:03.358302,1,-0.04,0,-0.081
21:26:03.374965,1,-0.04,0,-0.081
21:26:03.391589,1,-0.04,0.01,-0.08
21:26:03.408255,1,-0.04,0.01,-0.081
21:26:03.425238,1,-0.03,0.01,-0.081
21:26:03.441873,1,-0.03,0.01,-0.08
21:26:03.459046,1,-0.03,0.01,-0.081
21:26:03.475896,1,-0.03,0.01,-0.081
21:26:03.492205,1,-0.04,0.02,-0.07
21:26:03.508611,1,-0.04,0.02,-0.071
21:26:03.525020,1,-0.04,0.02,-0.071
21:26:03.541801,1,-0.04,0.03,-0.07
21:26:03.558840,1,-0.05,0.03,-0.061
21:26:03.575157,1,-0.05,0.03,-0.061
21:26:03.592158,1,-0.05,0.03,-0.07
21:26:03.608676,1,-0.05,0.03,-0.071
21:26:03.625671,1,-0.04,0.03,-0.071
21:26:03.642405,1,-0.04,0.03,-0.07
21:26:03.658772,1,-0.04,0.02,-0.071
21:26:03.675814,1,-0.03,0.02,-0.071
21:26:03.692005,1,-0.03,0.02,-0.06
21:26:03.708540,1,-0.03,0.02,-0.061
21:26:03.725082,1,-0.02,0.02,-0.061
21:26:03.741756,1,-0.01,0.02,-0.06
21:26:03.758531,1,-0.01,0.02,-0.051
21:26:03.774980,1,-0,0.02,-0.051
21:26:03.791516,1,-0,0.02,-0.04
21:26:03.808240,1,-0.01,0.02,-0.041
21:26:03.824836,1,-0.01,0.03,-0.041
21:26:03.841622,1,-0.01,0.03,-0.04
21:26:03.858223,1,-0,0.03,-0.031
21:26:03.875309,1,-0,0.03,-0.031
21:26:03.891755,1,-0,0.03,-0.02
21:26:03.908354,1,-0,0.03,-0.021
21:26:03.924932,1,-0,0.03,-0.021
21:26:03.941792,1,-0.01,0.03,-0.02
21:26:03.958245,1,-0.01,0.03,-0.021
21:26:03.974766,1,-0.01,0.04,-0.021
21:26:03.991620,1,-0.01,0.04,-0.02
21:26:04.008223,1,-0.01,0.04,-0.021
21:26:04.024914,1,-0,0.04,-0.021
21:26:04.041555,1,0,0.04,-0.02
21:26:04.058162,1,0.01,0.04,-0.021
21:26:04.075360,1,0.01,0.04,-0.031
21:26:04.091749,1,0.02,0.03,-0.03
21:26:04.108261,1,0.02,0.03,-0.031
21:26:04.125005,1,0.03,0.03,-0.031
21:26:04.141532,1,0.03,0.03,-0.03
21:26:04.158224,1,0.03,0.03,-0.031
21:26:04.174742,1,0.03,0.03,-0.031
21:26:04.191488,1,0.03,0.03,-0.02
21:26:04.208187,1,0.03,0.03,-0.021
21:26:04.224825,1,0.03,0.04,-0.021
21:26:04.241380,1,0.03,0.04,-0.02
21:26:04.258183,1,0.03,0.04,-0.021
21:26:04.275250,1,0.03,0.04,-0.021
21:26:04.291773,1,0.03,0.04,-0.02
21:26:04.308344,1,0.03,0.04,-0.021
21:26:04.324926,1,0.03,0.04,-0.021
21:26:04.341660,1,0.03,0.04,-0.02
21:26:04.358145,1,0.03,0.04,-0.021
21:26:04.374918,1,0.04,0.04,-0.021
21:26:04.391592,1,0.04,0.04,-0.02
21:26:04.408215,1,0.04,0.04,-0.021
21:26:04.424910,1,0.04,0.04,-0.021
21:26:04.441560,1,0.03,0.04,-0.02
21:26:04.458210,1,0.03,0.04,-0.021
21:26:04.474937,1,0.03,0.04,-0.021
21:26:04.491852,1,0.02,0.03,-0.02
21:26:04.508384,1,0.02,0.03,-0.011
21:26:04.524938,1,0.02,0.04,-0.011
21:26:04.541587,1,0.01,0.04,-0.01
21:26:04.558308,1,0.01,0.04,-0.011
21:26:04.574838,1,0,0.04,-0.011
21:26:04.591633,1,-0,0.04,-0.01
21:26:04.608253,1,-0.01,0.04,-0.011
21:26:04.624906,1,-0.01,0.04,-0.011
21:26:04.641646,1,-0.01,0.04,-0.02
21:26:04.658377,1,-0.01,0.03,-0.021
21:26:04.674954,1,-0.01,0.03,-0.021
21:26:04.692428,1,-0.01,0.03,-0.02
21:26:04.708357,1,-0.01,0.03,-0.031
21:26:04.724949,1,-0.02,0.03,-0.031
21:26:04.741537,1,-0.02,0.04,-0.03
21:26:04.758084,1,-0.02,0.04,-0.041
21:26:04.774792,1,-0.02,0.04,-0.041
21:26:04.791496,1,-0.02,0.04,-0.05
21:26:04.808693,1,-0.02,0.04,-0.051
21:26:04.825459,1,-0.02,0.04,-0.051
21:26:04.841626,1,-0.02,0.03,-0.06
21:26:04.858408,1,-0.02,0.03,-0.061
21:26:04.874823,1,-0.01,0.03,-0.06
21:26:04.892179,1,-0.01,0.03,-0.061
21:26:04.908932,1,-0.01,0.03,-0.061
21:26:04.925063,1,-0.01,0.03,-0.06
21:26:04.941677,1,-0.01,0.02,-0.061
21:26:04.958234,1,-0.01,0.02,-0.061
21:26:04.974875,1,-0,0.02,-0.05
21:26:04.991441,1,-0,0.02,-0.051
21:26:05.008226,1,0.01,0.03,-0.051
21:26:05.024849,1,0.01,0.05,-0.05
21:26:05.041563,1,0.01,0.05,-0.051
21:26:05.058038,1,0.01,0.05,-0.051
21:26:05.074932,1,0.02,0.05,-0.051
21:26:05.091596,1,0.02,0.04,-0.05
21:26:05.108715,1,0.02,0.04,-0.061
21:26:05.124936,1,0.02,0.03,-0.061
21:26:05.141773,1,0.02,0.03,-0.06
21:26:05.158210,1,0.02,0.03,-0.061
21:26:05.174860,1,0.02,0.02,-0.07
21:26:05.191481,1,0.02,0.02,-0.071
21:26:05.208160,1,0.02,0,-0.071
21:26:05.224920,1,0.02,-0,-0.07
21:26:05.241480,1,0.02,-0.01,-0.071
21:26:05.258018,1,0.02,-0.01,-0.071
21:26:05.274672,1,0.02,-0.01,-0.07
21:26:05.291468,1,0.02,-0.01,-0.071
21:26:05.309327,1,0.02,-0.01,-0.071
21:26:05.325318,1,0.02,-0.01,-0.071
21:26:05.341606,1,0.02,-0.01,-0.07
21:26:05.358461,1,0.02,-0.01,-0.071
21:26:05.374964,1,0.02,-0,-0.071
21:26:05.391561,1,0.02,-0,-0.06
21:26:05.408065,1,0.02,-0,-0.061
21:26:05.424793,1,0.02,-0,-0.06
21:26:05.441514,1,0.02,-0,-0.061
21:26:05.458459,1,0.02,-0,-0.061
21:26:05.474731,1,0.02,-0.01,-0.06
21:26:05.491571,1,0.02,-0.01,-0.061
21:26:05.508702,1,0.02,-0.01,-0.061
21:26:05.525020,1,0.02,-0,-0.07
21:26:05.541520,1,0.02,-0,-0.071
21:26:05.558961,1,0.02,-0.01,-0.071
21:26:05.574862,1,0.02,-0.01,-0.07
21:26:05.591628,1,0.02,-0,-0.071
21:26:05.608300,1,0.02,-0,-0.071
21:26:05.624957,1,0.02,0,-0.07
21:26:05.641655,1,0.01,0,-0.071
21:26:05.658911,1,0.02,0.01,-0.071
21:26:05.675175,1,0.02,0.01,-0.06
21:26:05.691507,1,0.02,0.02,-0.061
21:26:05.708148,1,0.02,0.02,-0.061
21:26:05.725425,1,0.02,0.02,-0.051
21:26:05.741717,1,0.02,0.02,-0.05
21:26:05.758328,1,0.02,0.02,-0.051
21:26:05.774805,1,0.02,0.02,-0.04
21:26:05.791486,1,0.01,0.02,-0.041
21:26:05.808169,1,0.01,0.02,-0.041
21:26:05.824861,1,0.01,0.02,-0.04
21:26:05.841518,1,0.01,0.02,-0.041
21:26:05.858593,1,0.02,0.02,-0.041
21:26:05.874785,1,0.02,0.02,-0.05
21:26:05.891413,1,0.02,0.02,-0.051
21:26:05.908124,1,0.02,0.01,-0.051
21:26:05.924870,1,0.02,0.01,-0.05
21:26:05.941923,1,0.02,0.01,-0.051
21:26:05.958803,1,0.02,0.01,-0.051
21:26:05.974903,1,0.01,0.01,-0.05
21:26:05.991488,1,0.01,0.01,-0.051
21:26:06.008144,1,0.01,0.01,-0.051
21:26:06.024889,1,0.01,0.01,-0.04
21:26:06.041529,1,0.01,0.02,-0.051
21:26:06.059011,1,0.02,0.02,-0.051
21:26:06.074827,1,0.03,0.01,-0.06
21:26:06.091481,1,0.03,0.01,-0.061
21:26:06.108116,1,0.03,0.01,-0.071
21:26:06.125019,1,0.03,-0,-0.08
21:26:06.142055,1,0.03,-0,-0.081
21:26:06.159367,1,0.03,-0.01,-0.091
21:26:06.174937,1,0.03,-0.01,-0.09
21:26:06.191661,1,0.03,-0.01,-0.091
21:26:06.208219,1,0.02,-0.01,-0.081
21:26:06.224836,1,0.03,-0.01,-0.08
21:26:06.241461,1,0.03,-0.01,-0.081
21:26:06.258186,1,0.02,-0.01,-0.071
21:26:06.274868,1,0.02,-0.01,-0.07
21:26:06.291546,1,0.02,-0.01,-0.061
21:26:06.308172,1,0.02,-0.01,-0.061
21:26:06.324844,1,0.02,-0.02,-0.05
21:26:06.341343,1,0.02,-0.02,-0.051
21:26:06.360372,1,0.02,-0.02,-0.041
21:26:06.375620,1,0.01,-0.02,-0.04
21:26:06.391681,1,0.01,-0.02,-0.041
21:26:06.408227,1,0.01,-0.03,-0.041
21:26:06.424866,1,0.01,-0.03,-0.04
21:26:06.441355,1,0.01,-0.03,-0.041
21:26:06.458333,1,0.01,-0.03,-0.041
21:26:06.474820,1,0.01,-0.03,-0.03
21:26:06.491499,1,0.01,-0.04,-0.031
21:26:06.508138,1,0.01,-0.03,-0.021
21:26:06.524802,1,0.01,-0.04,-0.03
21:26:06.541335,1,0.01,-0.04,-0.041
21:26:06.558964,1,0,-0.03,-0.041
21:26:06.575353,1,-0.01,-0.01,-0.05
21:26:06.591718,1,-0.01,0.01,-0.051
21:26:06.608171,1,-0.02,0.02,-0.061
21:26:06.624842,1,-0.02,0.02,-0.06
21:26:06.641493,1,-0.02,0.02,-0.061
21:26:06.658287,1,-0.01,0.01,-0.061
21:26:06.674898,1,-0.01,0,-0.06
21:26:06.691547,1,-0.01,-0,-0.051
21:26:06.708112,1,-0.01,-0,-0.051
21:26:06.724876,1,-0.01,-0,-0.04
21:26:06.741486,1,-0.01,-0,-0.041
21:26:06.758767,1,-0.01,-0,-0.041
21:26:06.774939,1,-0.02,0,-0.03
21:26:06.791494,1,-0.02,0.01,-0.031
21:26:06.808172,1,-0.02,0.01,-0.031
21:26:06.824824,1,-0.03,0.02,-0.04
21:26:06.841352,1,-0.03,0.02,-0.041
21:26:06.858203,1,-0.02,0.02,-0.041
21:26:06.874725,1,-0.02,0.02,-0.05
21:26:06.891477,1,-0.01,0.02,-0.051
21:26:06.908174,1,-0.01,0.01,-0.051
21:26:06.925060,1,-0.01,0.01,-0.05
21:26:06.941409,1,-0.01,0.02,-0.051
21:26:06.958266,1,-0.01,0.02,-0.051
21:26:06.975401,1,-0.01,0.02,-0.05
21:26:06.991828,1,-0.01,0.02,-0.041
21:26:07.008477,1,-0.02,0.02,-0.041
21:26:07.025007,1,-0.02,0.02,-0.04
21:26:07.041495,1,-0.02,0.01,-0.041
21:26:07.058210,1,-0.02,0.01,-0.031
21:26:07.074674,1,-0.01,0.02,-0.03
21:26:07.091603,1,-0.01,0.02,-0.031
21:26:07.108145,1,-0.01,0.02,-0.031
21:26:07.124930,1,-0.01,0.03,-0.03
21:26:07.141457,1,-0.01,0.03,-0.021
21:26:07.158122,1,-0.01,0.03,-0.021
21:26:07.175267,1,-0.01,0.04,-0.02
21:26:07.191838,1,-0.01,0.04,-0.021
21:26:07.208197,1,-0.01,0.04,-0.011
21:26:07.224849,1,-0.01,0.04,-0.01
21:26:07.241765,1,-0.01,0.04,-0.011
21:26:07.258143,1,-0.01,0.04,-0.011
21:26:07.274690,1,-0.01,0.05,-0.01
21:26:07.291520,1,-0,0.05,-0.011
21:26:07.308144,1,0,0.06,-0.011
21:26:07.324822,1,0,0.07,-0.01
21:26:07.341707,1,0.01,0.07,-0.011
21:26:07.358241,1,0,0.06,-0.011
21:26:07.375078,1,0,0.07,-0.02
21:26:07.391817,1,0,0.07,-0.021
21:26:07.408349,1,0,0.07,-0.021
21:26:07.424896,1,0,0.07,-0.02
